tradeId,userId,traderName,sessionId,asset,assetClass,direction,entryPrice,exitPrice,quantity,entryAt,exitAt,status,outcome,pnl,planAdherence,emotionalState,entryRationale,revengeFlag,groundTruthPathologies
400629e8-a34c-4eba-a83a-f056fa0ee200,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",12b6ce81-67e7-45fc-a642-587f40142f4e,AAPL,equity,short,173.11,178.21,27,2025-01-20T09:30:00.000Z,2025-01-20T13:13:00.000Z,closed,loss,-178.5,4,calm,"Trend continuation setup per morning plan",false,"revenge_trading"
bcf826e5-afe7-44b4-a17c-5276cb120c44,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",12b6ce81-67e7-45fc-a642-587f40142f4e,SOL/USD,crypto,short,148.43,155.97,0.481,2025-01-20T10:24:00.000Z,2025-01-20T10:51:00.000Z,closed,loss,-6.1,3,anxious,"Support break entry",false,"revenge_trading"
3ca27063-d84d-4201-8e27-b2a0cca245d5,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",12b6ce81-67e7-45fc-a642-587f40142f4e,NVDA,equity,long,491.8,479.95,5,2025-01-20T10:26:00.000Z,2025-01-20T10:38:00.000Z,closed,loss,-296.25,1,anxious,"Trying to recover fast",true,"revenge_trading"
a13870c9-b61c-4187-b71a-d2bed080d7c8,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",12b6ce81-67e7-45fc-a642-587f40142f4e,AAPL,equity,long,182.42,180.45,14,2025-01-20T10:27:00.000Z,2025-01-20T10:30:00.000Z,closed,loss,-35.46,1,fearful,"Still trying to get back losses",true,"revenge_trading"
1d78f769-1b76-4625-afcf-db0b2e714a4d,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",12b6ce81-67e7-45fc-a642-587f40142f4e,SOL/USD,crypto,short,141.26,134.37,2.0576,2025-01-20T11:47:00.000Z,2025-01-20T12:46:00.000Z,closed,win,1.76,3,neutral,"",false,"revenge_trading"
8f4987c6-6ca9-47ae-8ed0-8b274608e135,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",ea912362-d5a7-4dfd-b415-ead75da78176,BTC/USD,crypto,long,60474.72,61616.38,1.0271,2025-01-27T09:30:00.000Z,2025-01-27T10:13:00.000Z,closed,win,1622.41,4,calm,"Trend continuation setup per morning plan",false,"revenge_trading"
4c0141a8-56c5-4020-b5e0-3071372673c6,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",ea912362-d5a7-4dfd-b415-ead75da78176,ETH/USD,crypto,long,3239.93,3079.54,1.0283,2025-01-27T09:59:00.000Z,2025-01-27T11:52:00.000Z,closed,loss,-367.69,3,anxious,"Support break entry",false,"revenge_trading"
79342dc8-ebf8-4052-8f6b-7931dbe7570a,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",ea912362-d5a7-4dfd-b415-ead75da78176,AAPL,equity,long,183.26,180.59,32,2025-01-27T10:01:00.000Z,2025-01-27T10:14:00.000Z,closed,loss,-120.15,1,anxious,"Trying to recover fast",true,"revenge_trading"
cf7f250e-0058-4b58-8b17-e4ac924ae92f,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",ea912362-d5a7-4dfd-b415-ead75da78176,AAPL,equity,short,177.21,178.37,42,2025-01-27T10:02:00.000Z,2025-01-27T10:10:00.000Z,closed,loss,-55.68,1,fearful,"Still trying to get back losses",true,"revenge_trading"
4f41f999-de14-4b26-9d88-7d7e913c1bcb,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",ea912362-d5a7-4dfd-b415-ead75da78176,AAPL,equity,long,178.69,181.72,48,2025-01-27T11:25:00.000Z,2025-01-27T13:44:00.000Z,closed,win,51.51,3,neutral,"",false,"revenge_trading"
0489b69e-a399-4277-a289-66239041b7c0,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",57651b39-b4f9-496c-9afb-36535f841fb4,BTC/USD,crypto,long,63674.41,67149.81,0.2184,2025-02-03T09:30:00.000Z,2025-02-03T11:00:00.000Z,closed,win,5048.37,4,calm,"Trend continuation setup per morning plan",false,"revenge_trading"
d59b2ad2-f791-4c9a-95c3-91cedd12e98b,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",57651b39-b4f9-496c-9afb-36535f841fb4,AMZN,equity,short,183.51,186.33,31,2025-02-03T10:11:00.000Z,2025-02-03T10:35:00.000Z,closed,loss,-107.16,3,anxious,"Support break entry",false,"revenge_trading"
6e85b78e-b0cd-4641-8909-1ff1512ccfc7,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",57651b39-b4f9-496c-9afb-36535f841fb4,ETH/USD,crypto,long,3186.54,3043.87,1.7762,2025-02-03T10:13:00.000Z,2025-02-03T10:22:00.000Z,closed,loss,-87.97,1,anxious,"Trying to recover fast",true,"revenge_trading"
703a8ac9-34fe-4311-b623-d2c3c061979a,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",57651b39-b4f9-496c-9afb-36535f841fb4,NVDA,equity,short,470.74,484.64,27,2025-02-03T10:14:00.000Z,2025-02-03T10:22:00.000Z,closed,loss,-611.6,1,fearful,"Still trying to get back losses",true,"revenge_trading"
a4a0a6d1-2adc-4466-88e3-ff3fac2e0b16,f412f236-4edc-47a2-8f54-8763a6ed2ce8,"Alex Mercer",57651b39-b4f9-496c-9afb-36535f841fb4,SOL/USD,crypto,short,141.76,139.16,1.4046,2025-02-03T11:18:00.000Z,2025-02-03T11:28:00.000Z,closed,win,3.8,3,neutral,"",false,"revenge_trading"
a336255d-5fe8-4371-9a81-8832e4af7234,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,GBP/USD,forex,short,1.28667,1.27917,7814,2025-01-07T09:00:00.000Z,2025-01-07T09:08:00.000Z,closed,win,10.95,3,anxious,"Scalping momentum",false,"overtrading"
74356474-c599-477a-a90e-b309f666fb19,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,ETH/USD,crypto,long,3107.05,2921.38,1.5241,2025-01-07T09:02:00.000Z,2025-01-07T09:07:00.000Z,closed,loss,-401.31,1,greedy,"Scalping momentum",false,"overtrading"
81c3d60b-1a65-4291-8000-08027f609b72,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,BTC/USD,crypto,long,61704.51,62386.46,2.1618,2025-01-07T09:04:00.000Z,2025-01-07T09:05:00.000Z,closed,win,414.97,3,greedy,"Scalping momentum",false,"overtrading"
24880cbb-9679-4917-84b7-30b959faa59e,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,GBP/USD,forex,short,1.24997,1.24348,1231,2025-01-07T09:06:00.000Z,2025-01-07T09:13:00.000Z,closed,win,49.92,2,anxious,"Chasing move",false,"overtrading"
72332c97-507d-4f1f-8a68-3327d4aab155,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,EUR/USD,forex,short,1.06357,1.05813,8507,2025-01-07T09:07:00.000Z,2025-01-07T09:14:00.000Z,closed,win,34.41,1,greedy,"Chasing move",false,"overtrading"
261b6516-026e-4d89-ab41-ce16146537cf,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,GBP/USD,forex,long,1.26928,1.26163,3220,2025-01-07T09:09:00.000Z,2025-01-07T09:16:00.000Z,closed,loss,-43.95,2,anxious,"Chasing move",false,"overtrading"
be53d6e0-50ff-40da-86a1-bc3bed3cad2c,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,ETH/USD,crypto,long,3275.84,3397.24,0.3848,2025-01-07T09:11:00.000Z,2025-01-07T09:14:00.000Z,closed,win,99.99,2,anxious,"Chasing move",false,"overtrading"
e8db1f44-7123-4cd0-8650-8198118dda91,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,MSFT,equity,short,410.62,418.91,40,2025-01-07T09:13:00.000Z,2025-01-07T09:21:00.000Z,closed,loss,-406.21,1,anxious,"Chasing move",false,"overtrading"
ff5694e4-7da7-4a66-8720-97ad9ce2be9d,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,SOL/USD,crypto,long,147.81,149.33,1.8677,2025-01-07T09:16:00.000Z,2025-01-07T09:24:00.000Z,closed,win,3.46,2,anxious,"Chasing move",false,"overtrading"
e9bb6a75-fa07-402d-8ea6-d7199375444d,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,BTC/USD,crypto,long,62559.8,64304.47,2.0758,2025-01-07T09:17:00.000Z,2025-01-07T09:21:00.000Z,closed,win,356.96,1,greedy,"Chasing move",false,"overtrading"
00e38108-da5a-48ea-8072-6fca5a9cffcc,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,USD/JPY,forex,long,151.56642,151.231,9770,2025-01-07T09:18:00.000Z,2025-01-07T09:22:00.000Z,closed,loss,-1283.99,3,anxious,"Chasing move",false,"overtrading"
71c9de77-0b8a-4a64-bbd4-7f22fef211b9,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,AMZN,equity,short,183.88,180.72,28,2025-01-07T09:20:00.000Z,2025-01-07T09:24:00.000Z,closed,win,154.84,2,greedy,"Chasing move",false,"overtrading"
830fdc28-cef1-400e-8cd3-4fb2f9b1d513,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,NVDA,equity,long,480.83,475.17,33,2025-01-07T09:23:00.000Z,2025-01-07T09:27:00.000Z,closed,loss,-39.62,3,greedy,"Chasing move",false,"overtrading"
77c75665-c88e-4719-b1cf-7f9f99ee1a7d,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,EUR/USD,forex,short,1.0605,1.05314,5536,2025-01-07T09:25:00.000Z,2025-01-07T09:33:00.000Z,closed,win,55.14,3,greedy,"Chasing move",false,"overtrading"
9c0bc51a-fd83-4690-a2f7-c1985aca3047,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,EUR/USD,forex,short,1.05512,1.04775,8256,2025-01-07T10:58:00.000Z,2025-01-07T14:43:00.000Z,closed,win,22.4,4,calm,"",false,"overtrading"
385a0a6f-b4d8-4d84-85f5-ba2bbb4a77c0,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",29557b38-1332-4a4d-a688-f1cac77416c8,NVDA,equity,long,492.89,506.61,28,2025-01-07T11:58:00.000Z,2025-01-07T12:45:00.000Z,closed,win,68.6,4,calm,"",false,"overtrading"
524cb14c-f61d-45f3-ab15-e8565cc56759,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,NVDA,equity,long,466.67,459.59,25,2025-01-14T09:00:00.000Z,2025-01-14T09:06:00.000Z,closed,loss,-269.04,2,anxious,"Scalping momentum",false,"overtrading"
f2d0c984-b42e-440c-8f0c-b034b5f496b4,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,MSFT,equity,long,408.98,411.4,41,2025-01-14T09:03:00.000Z,2025-01-14T09:09:00.000Z,closed,win,19.36,2,anxious,"Scalping momentum",false,"overtrading"
4d3d7447-5750-4350-8824-4b40ebf1a0e7,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,EUR/USD,forex,short,1.11122,1.10057,2742,2025-01-14T09:04:00.000Z,2025-01-14T09:10:00.000Z,closed,win,19.11,3,anxious,"Scalping momentum",false,"overtrading"
71e0ce3c-8294-40d8-b109-5db8bd1511d1,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,NVDA,equity,short,486.5,492.49,19,2025-01-14T09:06:00.000Z,2025-01-14T09:10:00.000Z,closed,loss,-233.61,1,anxious,"Chasing move",false,"overtrading"
2573e284-cabd-497c-92e5-41d52ef76467,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,NVDA,equity,long,489.62,486.43,14,2025-01-14T09:09:00.000Z,2025-01-14T09:16:00.000Z,closed,loss,-51.04,3,anxious,"Chasing move",false,"overtrading"
a4d0a521-ec8e-46cc-9b62-1e7aff89aad7,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,EUR/USD,forex,short,1.05379,1.06098,4098,2025-01-14T09:11:00.000Z,2025-01-14T09:13:00.000Z,closed,loss,-22.98,3,greedy,"Chasing move",false,"overtrading"
62251ce6-69df-4396-96f6-25638afa09b7,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,AAPL,equity,long,178.35,176.7,26,2025-01-14T09:14:00.000Z,2025-01-14T09:17:00.000Z,closed,loss,-46.2,3,anxious,"Chasing move",false,"overtrading"
0885b053-ed6f-4b87-8859-6a1e212433ce,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,NVDA,equity,short,482.29,494.33,6,2025-01-14T09:16:00.000Z,2025-01-14T09:20:00.000Z,closed,loss,-337.12,1,greedy,"Chasing move",false,"overtrading"
7a17e8ba-9fb3-4733-91d5-d976f346d07b,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,AAPL,equity,long,178.29,180.68,27,2025-01-14T09:18:00.000Z,2025-01-14T09:21:00.000Z,closed,win,81.26,2,anxious,"Chasing move",false,"overtrading"
b9657e7c-5180-4c28-8fbb-3edefac95668,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,NVDA,equity,long,479.89,485.73,42,2025-01-14T09:20:00.000Z,2025-01-14T09:28:00.000Z,closed,win,46.72,1,greedy,"Chasing move",false,"overtrading"
0dba5564-44c6-4c36-8618-a28ab3b8b64e,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,AAPL,equity,long,182.85,183.98,24,2025-01-14T09:22:00.000Z,2025-01-14T09:30:00.000Z,closed,win,28.25,3,anxious,"Chasing move",false,"overtrading"
d83e9402-b208-418a-8548-9c530de6a094,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,SOL/USD,crypto,long,145.61,137.02,1.8375,2025-01-14T09:23:00.000Z,2025-01-14T09:29:00.000Z,closed,loss,-5.95,3,greedy,"Chasing move",false,"overtrading"
8bd6aea0-822f-4396-b9ba-dd59391e763d,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,MSFT,equity,long,419.96,409.7,39,2025-01-14T09:26:00.000Z,2025-01-14T09:34:00.000Z,closed,loss,-297.54,1,greedy,"Chasing move",false,"overtrading"
68d1af75-7f11-43fe-bfa3-25c8cf1049af,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,AMZN,equity,short,186.7,185.02,10,2025-01-14T09:29:00.000Z,2025-01-14T09:36:00.000Z,closed,win,84,3,anxious,"Chasing move",false,"overtrading"
a265e289-db4a-4521-b3a7-0d9870b9eaf8,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,USD/JPY,forex,short,154.56294,153.09104,8240,2025-01-14T11:02:00.000Z,2025-01-14T14:48:00.000Z,closed,win,13632.74,4,calm,"",false,"overtrading"
40f5984d-db04-41f0-a3e5-54028f2291ad,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",ae82ad74-8559-46f5-a382-64017ac6599b,AAPL,equity,long,181.87,184.49,25,2025-01-14T12:02:00.000Z,2025-01-14T14:23:00.000Z,closed,win,112.66,4,calm,"",false,"overtrading"
f38b2933-b0b8-4e2e-80bd-71f3e61324cb,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,ETH/USD,crypto,long,3111.87,3180.78,0.336,2025-01-21T09:00:00.000Z,2025-01-21T09:06:00.000Z,closed,win,123.34,2,greedy,"Scalping momentum",false,"overtrading"
d37e1e85-4b71-4ab7-9da8-14fe99f7f9e7,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,NVDA,equity,short,474.49,480.65,23,2025-01-21T09:03:00.000Z,2025-01-21T09:08:00.000Z,closed,loss,-277.2,2,greedy,"Scalping momentum",false,"overtrading"
59d83077-2f07-4b3e-ae67-8777577e468a,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,MSFT,equity,short,426.93,421.87,49,2025-01-21T09:05:00.000Z,2025-01-21T09:07:00.000Z,closed,win,242.88,2,greedy,"Scalping momentum",false,"overtrading"
768d8ce1-5a4b-415c-b309-987d351bd8ce,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,BTC/USD,crypto,long,60801.9,57702.25,1.0523,2025-01-21T09:08:00.000Z,2025-01-21T09:14:00.000Z,closed,loss,-1370.67,1,anxious,"Chasing move",false,"overtrading"
3fb255c5-80df-4860-bb28-a7cd4795571e,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,AAPL,equity,long,176.9,180.52,26,2025-01-21T09:09:00.000Z,2025-01-21T09:14:00.000Z,closed,win,141.18,3,greedy,"Chasing move",false,"overtrading"
351cd4ec-df0d-46a4-914a-058aa06f556d,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,MSFT,equity,short,403.98,401.94,36,2025-01-21T09:12:00.000Z,2025-01-21T09:16:00.000Z,closed,win,30.6,3,greedy,"Chasing move",false,"overtrading"
e29fc780-eb4b-479b-acd0-53401367f3e6,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,TSLA,equity,long,238.7,234.17,35,2025-01-21T09:13:00.000Z,2025-01-21T09:16:00.000Z,closed,loss,-208.38,3,greedy,"Chasing move",false,"overtrading"
c02156d4-e8be-4d58-9653-958a59643f79,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,NVDA,equity,short,470.05,461.7,48,2025-01-21T09:14:00.000Z,2025-01-21T09:16:00.000Z,closed,win,208.75,3,greedy,"Chasing move",false,"overtrading"
e71aa573-e0b3-4988-b94d-ee7ddbba1c03,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,EUR/USD,forex,short,1.07713,1.07532,1722,2025-01-21T09:16:00.000Z,2025-01-21T09:23:00.000Z,closed,win,12.04,1,greedy,"Chasing move",false,"overtrading"
bb016863-29d9-41d4-a1f4-1e8405b5ec98,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,AMZN,equity,long,188.59,191.99,14,2025-01-21T09:17:00.000Z,2025-01-21T09:23:00.000Z,closed,win,136,1,greedy,"Chasing move",false,"overtrading"
9e357ca9-a0bb-4cb0-9c26-eca4383a5a0c,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,TSLA,equity,short,239.79,241.14,27,2025-01-21T09:18:00.000Z,2025-01-21T09:23:00.000Z,closed,loss,-66.15,2,greedy,"Chasing move",false,"overtrading"
f8131a83-8648-4ddb-a77a-0a37a39822e7,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,AMZN,equity,long,186.95,182.12,30,2025-01-21T09:20:00.000Z,2025-01-21T09:27:00.000Z,closed,loss,-217.35,2,anxious,"Chasing move",false,"overtrading"
5ffdfc11-1505-41f0-b029-1c9b66c3ced0,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,TSLA,equity,long,238.05,234.72,30,2025-01-21T09:23:00.000Z,2025-01-21T09:29:00.000Z,closed,loss,-39.96,2,greedy,"Chasing move",false,"overtrading"
5c50eccf-d082-4a40-9f43-49adbc35b71f,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,USD/JPY,forex,short,150.74755,151.94774,6920,2025-01-21T09:24:00.000Z,2025-01-21T09:29:00.000Z,closed,loss,-1494.24,1,greedy,"Chasing move",false,"overtrading"
6008ed71-26a4-4060-a360-9e3833687533,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,MSFT,equity,short,410.64,400.32,48,2025-01-21T10:55:00.000Z,2025-01-21T13:17:00.000Z,closed,win,175.44,4,calm,"",false,"overtrading"
d79899ac-4a3d-469a-8811-5e4926aa035c,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",19ae4f1d-a483-4f6e-997b-428d046b2a9e,AAPL,equity,long,173.55,176.05,8,2025-01-21T11:55:00.000Z,2025-01-21T13:47:00.000Z,closed,win,37.5,4,calm,"",false,"overtrading"
7d953bbc-2453-4e7c-ad6d-807a75109f78,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",272eff27-4b78-4e3a-8bbf-4fff93399e84,NVDA,equity,short,478.79,484.32,42,2025-01-28T09:00:00.000Z,2025-01-28T09:03:00.000Z,closed,loss,-276.5,2,anxious,"Scalping momentum",false,"overtrading"
a470839b-4d0f-4a00-8c3a-49b69c968dd5,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",272eff27-4b78-4e3a-8bbf-4fff93399e84,ETH/USD,crypto,long,3287.37,3232.86,1.6233,2025-01-28T09:03:00.000Z,2025-01-28T09:11:00.000Z,closed,loss,-78.83,1,anxious,"Scalping momentum",false,"overtrading"
749e14ed-97d5-45dc-8748-677226de4676,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",272eff27-4b78-4e3a-8bbf-4fff93399e84,AAPL,equity,long,180.15,184.57,49,2025-01-28T09:04:00.000Z,2025-01-28T09:10:00.000Z,closed,win,92.82,3,greedy,"Scalping momentum",false,"overtrading"
c1831131-4c1f-42e2-b439-efef0a3e0efc,fcd434aa-2201-4060-aeb2-f44c77aa0683,"Jordan Lee",272eff27-4b78-4e3a-8bbf-4fff93399e84,MSFT,equity,long,402.97,406.73,47,2025-01-28T09:07:00.000Z,2025-01-28T09:13:00.000Z,closed,win,30.08,1,anxious,"Chasing move",false,"overtrading"
